case,recipe,query,node,operation,row_start,row_end,guarantee,closure,logical_bytes,delivered_bytes,possible_fields,reason
11,"Frame(Patch(FOR(BitPack)))",SUM_1PCT,3,ReadRange { field: FieldId(5), bytes: Span { start: 17235, end: 17583 } },8111,8274,PhysicalBytes,exact,924,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
11,"Frame(Patch(FOR(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,576,576,"",""
11,"Frame(Patch(FOR(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
11,"Frame(Patch(FOR(BitPack)))",BETWEEN_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },8111,8274,PhysicalBytes,exact,584,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",BETWEEN_1PCT,3,ReadRange { field: FieldId(5), bytes: Span { start: 17235, end: 17583 } },8111,8274,PhysicalBytes,exact,924,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,576,576,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
11,"Frame(Patch(FOR(BitPack)))",FILTER_POINT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },0,16384,PhysicalBytes,exact,584,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_POINT,3,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 34816 } },0,16384,PhysicalBytes,exact,35392,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_POINT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,576,576,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
11,"Frame(Patch(FOR(BitPack)))",FILTER_50PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 8 } },0,16384,PhysicalBytes,exact,584,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_50PCT,3,ReadRange { field: FieldId(5), bytes: Span { start: 0, end: 34816 } },0,16384,PhysicalBytes,exact,35392,35658,"",""
11,"Frame(Patch(FOR(BitPack)))",FILTER_50PCT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
12,"Patch(Dictionary(RLE(BitPack)))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,768,768,"",""
12,"Patch(Dictionary(RLE(BitPack)))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
12,"Patch(Dictionary(RLE(BitPack)))",GET,2,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"5|6","RLE index determines intersecting run lengths and value rows"
12,"Patch(Dictionary(RLE(BitPack)))",GET,3,ReadRange { field: FieldId(7), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"7","bit range depends on runtime-refined parent rows"
12,"Patch(Dictionary(RLE(BitPack)))",GET,4,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"4","decoded ids determine the referenced dictionary subset"
12,"Patch(Dictionary(RLE(BitPack)))",GET,5,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,768,768,"",""
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,2,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"5|6","RLE index determines intersecting run lengths and value rows"
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,3,ReadRange { field: FieldId(7), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"7","bit range depends on runtime-refined parent rows"
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,4,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"4","decoded ids determine the referenced dictionary subset"
12,"Patch(Dictionary(RLE(BitPack)))",SUM_1PCT,5,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,768,768,"",""
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,2,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"5|6","RLE index determines intersecting run lengths and value rows"
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,3,ReadRange { field: FieldId(7), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"7","bit range depends on runtime-refined parent rows"
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"4","decoded ids determine the referenced dictionary subset"
12,"Patch(Dictionary(RLE(BitPack)))",BETWEEN_1PCT,5,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,768,768,"",""
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"5|6","RLE index determines intersecting run lengths and value rows"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,3,ReadRange { field: FieldId(7), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"7","bit range depends on runtime-refined parent rows"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,4,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"4","decoded ids determine the referenced dictionary subset"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_POINT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,768,768,"",""
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2|3","patch index determines intersecting positions and exceptions"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,2,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"5|6","RLE index determines intersecting run lengths and value rows"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,3,ReadRange { field: FieldId(7), bytes: Span { start: 0, end: 111 } },0,443,PhysicalBytes,runtime_refined,0,0,"7","bit range depends on runtime-refined parent rows"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,4,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"4","decoded ids determine the referenced dictionary subset"
12,"Patch(Dictionary(RLE(BitPack)))",FILTER_50PCT,5,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
13,"Nullable(Dictionary(BitPack))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,448,448,"",""
13,"Nullable(Dictionary(BitPack))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
13,"Nullable(Dictionary(BitPack))",GET,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 3855 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
13,"Nullable(Dictionary(BitPack))",GET,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3","decoded ids determine the referenced dictionary subset"
13,"Nullable(Dictionary(BitPack))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
13,"Nullable(Dictionary(BitPack))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,448,448,"",""
13,"Nullable(Dictionary(BitPack))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
13,"Nullable(Dictionary(BitPack))",SUM_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 3855 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
13,"Nullable(Dictionary(BitPack))",SUM_1PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3","decoded ids determine the referenced dictionary subset"
13,"Nullable(Dictionary(BitPack))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
13,"Nullable(Dictionary(BitPack))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,448,448,"",""
13,"Nullable(Dictionary(BitPack))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
13,"Nullable(Dictionary(BitPack))",BETWEEN_1PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 3855 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
13,"Nullable(Dictionary(BitPack))",BETWEEN_1PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3","decoded ids determine the referenced dictionary subset"
13,"Nullable(Dictionary(BitPack))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
13,"Nullable(Dictionary(BitPack))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,448,448,"",""
13,"Nullable(Dictionary(BitPack))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
13,"Nullable(Dictionary(BitPack))",FILTER_POINT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 3855 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
13,"Nullable(Dictionary(BitPack))",FILTER_POINT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3","decoded ids determine the referenced dictionary subset"
13,"Nullable(Dictionary(BitPack))",FILTER_POINT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
13,"Nullable(Dictionary(BitPack))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,448,448,"",""
13,"Nullable(Dictionary(BitPack))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
13,"Nullable(Dictionary(BitPack))",FILTER_50PCT,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 3855 } },0,15420,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
13,"Nullable(Dictionary(BitPack))",FILTER_50PCT,3,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3","decoded ids determine the referenced dictionary subset"
13,"Nullable(Dictionary(BitPack))",FILTER_50PCT,4,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,896,896,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,3,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"6","FOR child rows are runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,4,SeekRestart { field: FieldId(7), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"7","delta restart range is runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",GET,6,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,896,896,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,3,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"6","FOR child rows are runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,4,SeekRestart { field: FieldId(7), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"7","delta restart range is runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",SUM_1PCT,6,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,896,896,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,3,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"6","FOR child rows are runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,4,SeekRestart { field: FieldId(7), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"7","delta restart range is runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",BETWEEN_1PCT,6,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,896,896,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,3,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"6","FOR child rows are runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,4,SeekRestart { field: FieldId(7), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"7","delta restart range is runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_POINT,6,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,896,896,"",""
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,1,RefineCandidates,0,16384,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,2,RefineCandidates,0,15420,PhysicalBytes,runtime_refined,0,0,"3|4|5","patch index determines intersecting positions and exceptions"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,3,ReadRange { field: FieldId(6), bytes: Span { start: 0, end: 8 } },0,15420,PhysicalBytes,runtime_refined,0,0,"6","FOR child rows are runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,4,SeekRestart { field: FieldId(7), restart: 0 },0,15420,PhysicalBytes,runtime_refined,0,0,"7","delta restart range is runtime-refined"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,5,ReadRange { field: FieldId(8), bytes: Span { start: 0, end: 11565 } },0,15420,PhysicalBytes,runtime_refined,0,0,"8","bit range depends on runtime-refined parent rows"
14,"Frame(Nullable(Patch(FOR(Delta(BitPack)))))",FILTER_50PCT,6,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
15,"Nullable(UnsignedDelta(BitPack))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,512,512,"",""
15,"Nullable(UnsignedDelta(BitPack))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
15,"Nullable(UnsignedDelta(BitPack))",GET,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
15,"Nullable(UnsignedDelta(BitPack))",GET,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
15,"Nullable(UnsignedDelta(BitPack))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
15,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
15,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
15,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
15,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
15,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
15,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
15,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
15,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
15,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
15,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
15,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
15,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,1,SearchMonotone { nulls: First },0,16384,ExactBitmap,runtime_refined,0,0,"1|2|3|4","checked non-decreasing invariant enables exact boundary search"
15,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
15,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
15,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,1,SearchMonotone { nulls: First },0,16384,ExactBitmap,runtime_refined,0,0,"1|2|3|4","checked non-decreasing invariant enables exact boundary search"
15,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
16,"Nullable(UnsignedDelta(BitPack))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,512,512,"",""
16,"Nullable(UnsignedDelta(BitPack))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
16,"Nullable(UnsignedDelta(BitPack))",GET,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
16,"Nullable(UnsignedDelta(BitPack))",GET,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
16,"Nullable(UnsignedDelta(BitPack))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
16,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
16,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
16,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
16,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
16,"Nullable(UnsignedDelta(BitPack))",SUM_1PCT,4,AggregateEncoded,8111,8274,ExactScalar,exact,0,0,"",""
16,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,512,512,"",""
16,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"1|2","validity ranks determine compact child rows"
16,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,2,SeekRestart { field: FieldId(3), restart: 0 },0,15360,PhysicalBytes,runtime_refined,0,0,"3","delta restart range is runtime-refined"
16,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,3,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 7680 } },0,15360,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
16,"Nullable(UnsignedDelta(BitPack))",BETWEEN_1PCT,4,RefineCandidates,8111,8274,ExactBitmap,exact,0,0,"",""
16,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
16,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,1,SearchMonotone { nulls: Last },0,16384,ExactBitmap,runtime_refined,0,0,"1|2|3|4","checked non-decreasing invariant enables exact boundary search"
16,"Nullable(UnsignedDelta(BitPack))",FILTER_POINT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
16,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,0,LoadMetadata { field: FieldId(0) },0,16384,PhysicalBytes,exact,512,512,"",""
16,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,1,SearchMonotone { nulls: Last },0,16384,ExactBitmap,runtime_refined,0,0,"1|2|3|4","checked non-decreasing invariant enables exact boundary search"
16,"Nullable(UnsignedDelta(BitPack))",FILTER_50PCT,2,RefineCandidates,0,16384,ExactBitmap,exact,0,0,"",""
17,"Dictionary(RLE(BitPack))",GET,0,LoadMetadata { field: FieldId(0) },8199,8200,PhysicalBytes,exact,448,448,"",""
17,"Dictionary(RLE(BitPack))",GET,1,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
17,"Dictionary(RLE(BitPack))",GET,2,ReadRange { field: FieldId(4), bytes: Span { start: 0, end: 2560 } },0,2048,PhysicalBytes,runtime_refined,0,0,"4","bit range depends on runtime-refined parent rows"
17,"Dictionary(RLE(BitPack))",GET,3,RefineCandidates,8199,8200,PhysicalBytes,runtime_refined,0,0,"1","decoded ids determine the referenced dictionary subset"
17,"Dictionary(RLE(BitPack))",GET,4,MaterializeRows,8199,8200,ExactScalar,exact,0,0,"",""
17,"Dictionary(RLE(BitPack))",SUM_1PCT,0,LoadMetadata { field: FieldId(0) },8111,8274,PhysicalBytes,exact,448,448,"",""
17,"Dictionary(RLE(BitPack))",SUM_1PCT,1,RefineCandidates,8111,8274,PhysicalBytes,runtime_refined,0,0,"2|3","RLE index determines intersecting run lengths and value rows"
